,MapRefNo,Neighborhood,GrLivArea,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogSalePrice
752,528102010,NridgHt,1980,1-STORY 1946 & NEWER ALL STYLES,RL,16737,Pave,0,Lvl,AllPub,FR3,1,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,4,3,PConc,5,3,3,6,1447.0,1,0.0,533.0,1980.0,GasA,Ex,1,SBrkr,1980,0,0,1.0,0.0,2,0,3,1,5,8,8,1,Attchd,2004.0,3,3.0,770.0,3,3,Y,194,45,0,0,0,0,0,9,2006,WD ,Normal,315000,12.66032791780777
2512,528482040,Somerst,1662,1-STORY 1946 & NEWER ALL STYLES,FV,10625,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1430.0,1,0.0,222.0,1652.0,GasA,Ex,1,SBrkr,1662,0,0,1.0,0.0,2,0,3,1,5,8,8,1,Attchd,2006.0,2,3.0,711.0,3,3,Y,168,120,0,0,0,0,0,3,2009,WD ,Normal,291000,12.581078546153629
533,906475070,ClearCr,2126,2-STORY 1946 & NEWER,RL,28698,Pave,2,Low,AllPub,CulDSac,3,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,PConc,3,4,4,2,249.0,5,764.0,0.0,1013.0,GasA,TA,1,SBrkr,1160,966,0,0.0,1.0,2,1,3,1,3,7,6,0,Attchd,1967.0,3,2.0,538.0,3,3,Y,486,0,0,0,225,0,0,6,2009,WD ,Abnorml,185000,12.128111104060462
243,534479320,NAmes,1268,1-STORY 1946 & NEWER ALL STYLES,RL,7800,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,PConc,3,3,1,2,540.0,1,0.0,728.0,1268.0,GasA,Gd,1,SBrkr,1268,0,0,0.0,0.0,1,0,2,1,3,7,8,1,Attchd,1954.0,3,1.0,244.0,3,3,Y,0,98,0,0,0,0,0,3,2010,WD ,Normal,132000,11.790557201568507
401,527451540,BrDale,987,2-STORY PUD - 1946 & NEWER,RM,1680,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,1,3,110.0,2,294.0,79.0,483.0,GasA,TA,1,SBrkr,483,504,0,1.0,0.0,1,1,2,1,3,5,8,0,Detchd,1972.0,1,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,97000,11.48246625748552
585,923400040,Mitchel,1750,1-1/2 STORY FINISHED ALL AGES,RL,12508,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,5,660.0,1,0.0,323.0,983.0,GasA,Ex,1,SBrkr,983,767,0,1.0,0.0,2,0,4,1,3,7,5,0,Attchd,1989.0,1,1.0,423.0,3,3,Y,245,0,156,0,0,0,1300,7,2008,WD ,Normal,160000,11.982929094215963
244,528150110,NridgHt,2956,2-STORY 1946 & NEWER,RL,13069,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1706.0,1706.0,GasA,Ex,1,SBrkr,1718,1238,0,0.0,0.0,2,1,5,1,5,11,8,1,BuiltIn,2004.0,2,3.0,916.0,3,3,Y,194,50,0,0,0,0,0,8,2007,WD ,Normal,342000,12.742566016044742
1648,527454050,NPkVill,1322,2-STORY PUD - 1946 & NEWER,RL,2308,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,1,5,257.0,3,495.0,103.0,855.0,GasA,TA,1,SBrkr,855,467,0,0.0,1.0,2,1,3,1,3,6,8,1,Attchd,1974.0,1,2.0,440.0,3,3,Y,260,0,0,0,0,0,0,6,2009,WD ,Normal,147000,11.898187865760873
2290,908178050,Edwards,2314,2-STORY 1946 & NEWER,RL,11060,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,7,5,2003,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1150.0,1150.0,GasA,Ex,1,SBrkr,1164,1150,0,0.0,0.0,2,1,3,1,4,9,8,1,BuiltIn,2003.0,3,2.0,502.0,3,3,Y,0,274,0,0,0,0,0,2,2006,ConLD,Normal,229000,12.341477282536376
1340,923225360,MeadowV,988,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,1596,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,462.0,1,0.0,0.0,462.0,GasA,TA,1,SBrkr,526,462,0,1.0,0.0,1,0,2,1,3,5,8,0,BuiltIn,1973.0,1,1.0,297.0,3,3,Y,120,101,0,0,0,0,0,11,2009,WD ,Normal,91000,11.418614785498987
450,533206040,Somerst,1143,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,3628,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1143.0,1143.0,GasA,Ex,1,SBrkr,1143,0,0,0.0,0.0,1,1,1,1,4,5,8,1,Attchd,2004.0,2,2.0,588.0,3,3,Y,0,191,0,0,0,0,0,5,2006,WD ,Normal,176400,12.080509422554828
1227,908225240,Edwards,948,1-STORY 1946 & NEWER ALL STYLES,RL,10215,Pave,0,Bnk,AllPub,Inside,1,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,1,5,492.0,1,0.0,372.0,864.0,GasA,Ex,1,SBrkr,948,0,0,0.0,0.0,1,0,3,1,3,5,8,0,Attchd,1954.0,1,1.0,248.0,3,3,Y,0,0,0,0,0,0,0,2,2007,WD ,Normal,111000,11.617285480294472
1893,528120120,NridgHt,1698,1-STORY 1946 & NEWER ALL STYLES,RL,11520,Pave,0,Lvl,AllPub,Inside,1,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,4,3,PConc,5,3,1,6,110.0,1,0.0,1588.0,1698.0,GasA,Ex,1,SBrkr,1698,0,0,0.0,0.0,2,0,3,1,5,7,8,1,Attchd,2005.0,3,3.0,730.0,3,3,Y,192,74,0,0,0,0,0,6,2010,WD ,Normal,275000,12.524526376648708
1697,528344100,NoRidge,2612,2-STORY 1946 & NEWER,RL,12203,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,4,3,PConc,4,3,1,6,854.0,1,0.0,371.0,1225.0,GasA,Ex,1,SBrkr,1276,1336,0,1.0,0.0,2,1,4,1,4,8,8,1,Attchd,1998.0,3,3.0,676.0,3,3,Y,250,0,0,0,0,0,0,7,2009,WD ,Normal,336000,12.724866438945341
285,531478010,SawyerW,1056,1-STORY 1946 & NEWER ALL STYLES,RH,8900,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,1056.0,1,0.0,0.0,1056.0,GasA,TA,1,SBrkr,1056,0,0,1.0,0.0,1,0,2,1,3,5,8,0,Detchd,1966.0,1,1.0,384.0,3,3,Y,0,42,0,0,0,0,0,11,2006,WD ,Normal,107000,11.580584113444043
471,527302080,NWAmes,2183,1-1/2 STORY FINISHED ALL AGES,RL,13837,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,Gd,1,SBrkr,1377,806,0,0.0,0.0,2,1,4,1,4,9,8,0,Attchd,1988.0,1,3.0,786.0,3,3,Y,0,0,0,0,0,0,0,2,2006,WD ,Normal,229000,12.341477282536376
1661,528488120,Somerst,1266,1-STORY 1946 & NEWER ALL STYLES,FV,7500,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,Ex,1,SBrkr,1266,0,0,0.0,0.0,2,0,3,1,4,6,8,1,Attchd,2005.0,1,2.0,453.0,3,3,Y,38,144,0,0,0,0,0,4,2006,WD ,Normal,176000,12.078239274020289
2227,907126010,CollgCr,1040,1-STORY 1946 & NEWER ALL STYLES,RL,12464,Pave,2,Low,AllPub,Corner,2,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,1,6,732.0,1,0.0,308.0,1040.0,GasA,Gd,1,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,4,6,8,0,Detchd,2000.0,1,2.0,576.0,3,3,Y,168,0,0,0,0,0,0,11,2009,WD ,Normal,152000,11.931635799828413
1507,528172150,NridgHt,1914,2-STORY 1946 & NEWER,RL,13215,Pave,1,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,4,3,PConc,4,3,1,6,994.0,1,0.0,426.0,1420.0,GasA,Ex,1,SBrkr,1426,488,0,1.0,0.0,2,1,3,1,4,9,8,1,BuiltIn,2004.0,2,3.0,746.0,3,3,Y,168,127,0,0,0,0,0,2,2006,WD ,Normal,279000,12.538967060803502
2015,527402200,NAmes,1004,1-STORY 1946 & NEWER ALL STYLES,RL,11241,Pave,1,Lvl,AllPub,CulDSac,1,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,3,3,1,5,578.0,1,0.0,426.0,1004.0,GasA,Ex,1,SBrkr,1004,0,0,1.0,0.0,1,0,2,1,3,5,8,1,Attchd,1970.0,3,2.0,480.0,3,3,Y,0,0,0,0,0,0,700,3,2010,WD ,Normal,149000,11.911701584927597
1646,908152280,Edwards,1090,1-STORY 1946 & NEWER ALL STYLES,RL,7024,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,1,5,980.0,1,0.0,110.0,1090.0,GasA,Gd,1,SBrkr,1090,0,0,1.0,0.0,1,1,2,1,3,5,8,0,Attchd,2005.0,3,2.0,450.0,3,3,Y,0,49,0,0,0,0,0,6,2007,WD ,Normal,157000,11.964001084330445
611,905300080,Sawyer,894,1-STORY 1946 & NEWER ALL STYLES,RL,13350,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,762.0,1,0.0,102.0,864.0,GasA,TA,1,SBrkr,894,0,0,1.0,0.0,1,0,3,1,3,5,8,1,Attchd,1974.0,1,2.0,440.0,3,3,Y,241,0,0,0,0,0,0,6,2006,WD ,Normal,142500,11.867097278690842
1537,528458140,Somerst,1530,1-STORY 1946 & NEWER ALL STYLES,FV,12606,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1530.0,1530.0,GasA,Ex,1,SBrkr,1530,0,0,0.0,0.0,2,0,3,1,4,7,8,1,Attchd,2008.0,2,3.0,984.0,3,3,Y,212,136,0,0,0,0,0,5,2009,WD ,Normal,250000,12.429216196844383
426,527276160,Gilbert,1934,2-STORY 1946 & NEWER,RL,11900,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,3,3,PConc,4,3,1,5,400.0,1,0.0,722.0,1122.0,GasA,Ex,1,SBrkr,946,988,0,1.0,0.0,2,1,3,1,3,6,8,1,Attchd,1977.0,1,2.0,567.0,3,3,P,0,176,0,0,200,0,0,7,2009,WD ,Normal,185000,12.128111104060462
1184,906380050,CollgCr,1768,2-STORY 1946 & NEWER,RL,10769,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,20.0,1,0.0,846.0,866.0,GasA,Ex,1,SBrkr,866,902,0,0.0,0.0,2,1,3,1,4,7,8,0,Attchd,2007.0,2,2.0,578.0,3,3,Y,144,105,0,0,0,0,0,4,2009,WD ,Normal,212000,12.26434155365415
1607,534201040,NAmes,1107,1-STORY 1946 & NEWER ALL STYLES,RL,8050,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,4,38.0,437.0,949.0,GasA,TA,1,SBrkr,1107,0,0,1.0,0.0,1,0,3,1,4,5,8,0,Attchd,1967.0,2,1.0,308.0,3,3,Y,88,64,0,0,0,0,0,3,2007,WD ,Normal,127000,11.751942365440728
1014,916226090,Timber,1501,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,4054,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,7,6,1987,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352.0,4,3,BrkTil,4,3,3,6,949.0,1,0.0,552.0,1501.0,GasA,Ex,1,SBrkr,1501,0,0,1.0,0.0,2,0,2,1,4,5,8,2,Attchd,1987.0,3,2.0,512.0,3,3,Y,240,0,0,0,0,0,0,10,2007,WD ,Normal,244000,12.404923504275338
1519,531453040,SawyerW,1564,2-STORY 1946 & NEWER,RL,8400,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,650.0,650.0,GasA,TA,1,SBrkr,888,676,0,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,1980.0,1,2.0,476.0,3,3,Y,0,50,0,0,204,0,0,4,2010,WD ,Normal,171000,12.049418835484797
1959,527162080,Gilbert,1553,2-STORY 1946 & NEWER,RL,7875,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,3,414.0,1,0.0,277.0,691.0,GasA,Gd,1,SBrkr,691,862,0,0.0,0.0,2,1,3,1,4,6,8,0,Attchd,1996.0,3,2.0,420.0,3,3,Y,0,44,0,0,0,0,0,8,2007,WD ,Normal,178750,12.093743460556254
2028,528358030,NoRidge,2726,2-STORY 1946 & NEWER,RL,10019,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,4,3,PConc,4,3,1,5,527.0,1,0.0,815.0,1342.0,GasA,Ex,1,SBrkr,1358,1368,0,0.0,0.0,2,1,4,1,4,9,8,1,Attchd,1995.0,2,3.0,725.0,3,3,Y,307,169,168,0,0,0,0,6,2006,WD ,Normal,350000,12.765688433465597
1568,535304170,NAmes,1040,1-STORY 1946 & NEWER ALL STYLES,RL,7942,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,85.0,5,955.0,0.0,1040.0,GasA,TA,1,FuseF,1040,0,0,0.0,1.0,1,0,3,1,3,6,8,0,Attchd,1953.0,3,1.0,293.0,3,3,Y,0,0,0,0,0,0,0,6,2007,WD ,Normal,136000,11.820410164718188
1571,903226170,BrkSide,1176,1-1/2 STORY FINISHED ALL AGES,RM,6000,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,698.0,698.0,GasA,TA,1,SBrkr,786,390,0,0.0,0.0,1,0,2,1,3,4,8,0,Detchd,1999.0,1,2.0,624.0,3,3,N,210,0,0,0,0,0,0,7,2009,WD ,Normal,134900,11.812289042195847
1901,909452102,Crawfor,1680,1-STORY 1946 & NEWER ALL STYLES,RL,17871,Pave,2,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1680.0,1680.0,GasA,Gd,1,SBrkr,1680,0,0,0.0,0.0,2,0,4,1,4,7,8,0,Attchd,1996.0,1,2.0,628.0,3,3,Y,152,0,0,0,0,0,0,6,2007,WD ,Normal,170000,12.043553716032399
1555,528458180,Somerst,1448,1-STORY 1946 & NEWER ALL STYLES,FV,7500,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1348.0,1372.0,GasA,Ex,1,SBrkr,1448,0,0,0.0,0.0,2,0,2,1,4,6,8,1,Attchd,2006.0,2,2.0,692.0,3,3,Y,0,140,0,0,0,0,0,6,2009,WD ,Normal,238500,12.382124589310534
678,527359180,NWAmes,1868,2-STORY 1946 & NEWER,RL,10304,Pave,1,Lvl,AllPub,CulDSac,1,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,4,CBlock,3,3,1,5,381.0,1,0.0,399.0,780.0,GasA,Ex,1,SBrkr,1088,780,0,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1976.0,1,2.0,484.0,3,3,Y,448,96,0,0,0,0,0,10,2009,WD ,Normal,197500,12.193493863323313
1044,533213020,Somerst,1256,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,4217,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,4,3,PConc,4,3,1,6,962.0,1,0.0,183.0,1145.0,GasA,Ex,1,SBrkr,1256,0,0,1.0,0.0,1,1,1,1,4,5,8,1,Attchd,2008.0,3,2.0,641.0,3,3,Y,0,169,0,0,0,0,0,3,2009,WD ,Normal,195000,12.180754837545884
2538,905451330,Edwards,1509,1-STORY 1946 & NEWER ALL STYLES,RL,9571,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,3,870.0,1,0.0,639.0,1509.0,GasA,TA,1,FuseA,1509,0,0,1.0,0.0,1,0,3,1,4,6,8,1,Attchd,1956.0,1,1.0,322.0,3,3,Y,158,0,0,0,576,0,0,7,2008,WD ,Normal,159900,11.982303898822046
943,533253180,Greens,1295,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3840,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,8,6,1978,1998,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,881.0,2,176.0,0.0,1057.0,GasA,TA,1,SBrkr,1295,0,0,1.0,0.0,1,0,1,1,4,4,8,2,Attchd,1978.0,3,2.0,571.0,3,3,Y,133,89,0,0,0,0,0,7,2007,WD ,Normal,213750,12.272562386799006
1218,527110130,Gilbert,1384,SPLIT OR MULTI-LEVEL,RL,8872,Pave,1,HLS,AllPub,Inside,1,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,384.0,384.0,GasA,Gd,1,SBrkr,754,630,0,0.0,0.0,2,1,3,1,3,7,8,1,BuiltIn,1997.0,3,2.0,390.0,3,3,Y,0,0,0,0,0,0,0,3,2007,WD ,Normal,161500,11.992260421644849
1498,906426210,ClearCr,1759,2-STORY 1946 & NEWER,RL,16698,Pave,1,HLS,AllPub,CulDSac,2,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,800.0,1,0.0,649.0,1449.0,GasA,Gd,1,SBrkr,944,815,0,1.0,0.0,2,1,3,1,4,7,8,1,Attchd,1992.0,1,2.0,525.0,3,3,Y,150,193,0,0,0,0,0,6,2009,WD ,Normal,233500,12.360937356091089
1065,903205085,BrkSide,1167,1-STORY 1945 & OLDER,RL,8731,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,1,4,645.0,1,0.0,270.0,915.0,GasA,TA,1,SBrkr,1167,0,0,0.0,0.0,1,0,3,1,3,6,4,1,Detchd,1972.0,1,2.0,495.0,3,3,Y,0,0,216,0,126,0,0,5,2007,WD ,Normal,144000,11.877568578558138
2172,916125360,Timber,1687,1-STORY 1946 & NEWER ALL STYLES,RL,57200,Pave,1,Bnk,AllPub,Inside,3,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,353.0,3,334.0,60.0,747.0,GasA,TA,1,SBrkr,1687,0,0,1.0,0.0,1,0,3,1,3,7,7,2,Detchd,1966.0,1,2.0,572.0,3,3,N,0,0,50,0,0,0,0,6,2010,WD ,Normal,160000,11.982929094215963
2134,909426090,Crawfor,1523,1-1/2 STORY FINISHED ALL AGES,RL,15600,Pave,0,Bnk,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,3,3,BrkTil,3,3,1,4,312.0,3,507.0,248.0,1067.0,GasW,Fa,0,SBrkr,986,537,0,1.0,0.0,2,0,3,1,2,7,3,1,Attchd,1949.0,1,1.0,295.0,3,3,Y,0,0,81,0,0,0,0,10,2009,WD ,Normal,158000,11.970350312009105
49,902102080,OldTown,1230,1-1/2 STORY FINISHED ALL AGES,RM,10440,Pave,0,Lvl,AllPub,Corner,1,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,440.0,440.0,GasA,Gd,1,SBrkr,682,548,0,0.0,0.0,1,1,2,1,3,5,8,0,Detchd,1966.0,1,2.0,440.0,3,3,Y,74,0,128,0,0,0,0,5,2009,WD ,Normal,110000,11.608235644774552
540,533215020,Somerst,1638,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,4765,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260.0,4,3,PConc,4,3,3,6,1027.0,1,0.0,587.0,1614.0,GasA,Ex,1,SBrkr,1638,0,0,1.0,0.0,2,0,2,1,5,5,8,1,Attchd,2000.0,3,2.0,495.0,3,3,Y,230,68,0,0,0,0,0,7,2008,WD ,Normal,300000,12.611537753638338
110,904300150,ClearCr,1224,1-1/2 STORY FINISHED ALL AGES,RL,10632,Pave,1,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,2,1,1,0.0,1,0.0,689.0,689.0,GasA,Gd,0,SBrkr,725,499,0,0.0,0.0,1,1,3,1,1,6,5,0,Detchd,1917.0,1,1.0,180.0,2,2,N,0,0,248,0,0,0,0,1,2010,COD,Normal,107500,11.585246126549855
510,904351240,Edwards,1112,1-1/2 STORY FINISHED ALL AGES,RL,9780,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,TA,0,FuseA,687,425,0,1.0,0.0,2,0,4,1,3,6,8,0,Detchd,1934.0,1,1.0,226.0,1,1,N,0,0,0,0,0,0,0,3,2009,WD ,Normal,63000,11.05089000537367
1115,923225260,MeadowV,2521,2-STORY PUD - 1946 & NEWER,RM,3964,Pave,0,Lvl,AllPub,Inside,1,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,1,5,837.0,1,0.0,105.0,942.0,GasA,Gd,1,SBrkr,1291,1230,0,1.0,0.0,2,1,5,1,3,10,4,1,Attchd,1973.0,3,2.0,576.0,3,3,Y,728,20,0,0,0,0,0,6,2006,WD ,Normal,151400,11.927680619985486
1269,527145080,StoneBr,1280,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,5005,Pave,1,HLS,AllPub,Inside,1,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,5,263.0,1,0.0,1017.0,1280.0,GasA,Ex,1,SBrkr,1280,0,0,0.0,0.0,2,0,2,1,4,5,8,0,Attchd,1992.0,2,2.0,506.0,3,3,Y,0,82,0,0,144,0,0,1,2010,WD ,Normal,191500,12.162643087602838
1916,527380240,NWAmes,2340,2-STORY 1946 & NEWER,RL,14311,Pave,1,Lvl,AllPub,FR3,1,Norm,Norm,1Fam,2Story,8,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402.0,4,3,PConc,4,3,1,6,1023.0,1,0.0,213.0,1236.0,GasA,Ex,1,SBrkr,1236,1104,0,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1996.0,2,3.0,787.0,3,3,Y,192,180,218,0,0,0,0,6,2008,WD ,Normal,306000,12.631340380934517
