,MapRefNo,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,Price/SF,BsmtPercentUnfinished,LowQualFinishedPercent,TotalAuxSF,relativeAuxSF,Price/AuxSF,SchD_S,GLA,LndAc_S,Ext1,OthAc_S,ImpAc_S,ValType,NmbrBRs,Rcrd_Yr,GarYrBlt,TtlBsmtSF,TxD_S,YrBuilt,PA-Strt,PA-StSfx,Central Air,Source,AcreNt_S,Ext2,TtlVal_AsrYr,PA-Nmbr,AcreGr,Rcrd_Mo,Cars,Date
1584,535402330,2634,200000,90,RL,11643,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500.0,Unf,0.0,748.0,1248.0,GasA,TA,Y,SBrkr,1338,1296,0,1.0,1.0,2,2,6,2,TA,12,Typ,0,Detchd,1969.0,Unf,4.0,968.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,3882.0,51.51983513652756,0.5993589743589743,0.0,12611.0,1934.511627906977,15.859170565379431,1,2634.0,54800,MetalSd,164400,0,F,6.0,2009.0,1969.0,1248.0,1,1969.0,DUFF,AVE,Yes,Ames City Assessor,0.0,MetalSd,219200,1912.0,0.0,8.0,4.0,10-Jul-20
1585,903226170,1176,134900,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,TA,Y,SBrkr,786,390,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1999.0,Unf,2.0,624.0,TA,TA,N,210,0,0,0,0,0,0,7,2009,WD ,Normal,1874.0,71.98505869797225,1.0,0.0,6624.0,-4052.488372093023,20.36533816425121,1,1176.0,45400,MetalSd,136100,0,F,2.0,2015.0,1999.0,698.0,1,1937.0,CURTISS,AVE,Yes,Ames City Assessor,0.0,MetalSd,181500,1226,0.0,6.0,2.0,10-Jul-20
1587,906403060,1873,207000,60,RL,8883,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,608.0,LwQ,321.0,0.0,929.0,GasA,Ex,Y,SBrkr,946,927,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,1988.0,RFn,2.0,619.0,TA,TA,Y,108,48,0,0,144,0,0,5,2007,WD ,Normal,2802.0,73.87580299785867,0.0,0.0,9694.0,-982.4883720930229,21.353414483185475,1,1873.0,58800,HdBoard,176400,0,F,3.0,2007.0,1988.0,929.0,1,1988.0,UTAH,DR,Yes,Ames City Assessor,0.0,HdBoard,235200,4920,0.0,5.0,2.0,10-Jul-20
1588,908102320,1466,149900,20,RL,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290.0,1466.0,GasA,TA,Y,SBrkr,1466,0,0,0.0,0.0,1,1,3,1,Fa,6,Typ,2,Attchd,1959.0,Fin,2.0,528.0,TA,TA,Y,0,140,0,0,100,0,0,11,2006,WD ,Normal,2932.0,51.12551159618008,0.8799454297407913,0.0,18523.0,7846.511627906977,8.092641580737462,1,1466.0,51900,HdBoard,155600,0,F,3.0,2014.0,1959.0,1466.0,1,1959.0,ABRAHAM,DR,Yes,Ames City Assessor,0.0,Plywood,207500,231,0.0,8.0,2.0,10-Jul-20
1590,909276210,1755,188000,50,RL,7810,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,Y,SBrkr,1230,525,0,0.0,0.0,2,0,4,1,Gd,7,Typ,1,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0,40,0,0,0,0,0,11,2007,WD ,Normal,2685.0,70.01862197392924,0.7967741935483871,0.0,8081.0,-2595.488372093023,23.2644474693726,1,1755.0,54000,AsbShng,161800,0,F,4.0,2020.0,1930.0,930.0,1,1930.0,PEARSON,AVE,Yes,Ames City Assessor,0.0,CmentBd,215800,406,0.0,6.0,1.0,10-Jul-20
1591,528250030,1986,213000,60,RL,8396,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1139,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,120,48,0,0,0,0,0,5,2008,WD ,Normal,2833.0,75.18531591951994,1.0,0.0,8878.0,-1798.488372093023,23.99189006533003,5,1986.0,63300,VinylSd,189900,0,F,4.0,2019.0,2003.0,847.0,45,2003.0,HYDE,AVE,Yes,Ames City Assessor,0.0,VinylSd,253200,4007.0,0.0,4.0,2.0,10-Jul-20
1592,531375130,1114,153000,20,RL,12450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,0,6,2009,WD ,Normal,2228.0,68.67145421903052,0.2495511669658887,0.0,13068.0,2391.511627906977,11.707988980716253,1,1114.0,49600,VinylSd,148900,0,F,3.0,2018.0,2004.0,1114.0,1,2003.0,KANSAS,DR,Yes,Ames City Assessor,0.0,VinylSd,198500,5305.0,17.9,8.0,2.0,10-Jul-20
1593,907201060,985,149900,80,RL,8385,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595.0,Unf,0.0,390.0,985.0,GasA,TA,Y,SBrkr,985,0,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,1977.0,Unf,1.0,328.0,TA,TA,Y,210,0,0,0,0,0,0,11,2008,WD ,Normal,1970.0,76.09137055837563,0.39593908629441626,0.0,8713.0,-1963.488372093023,17.204177665557214,1,985.0,45900,HdBoard,137700,0,F,3.0,2015.0,1977.0,985.0,1,1977.0,SCHUBERT,ST,Yes,Ames City Assessor,0.0,HdBoard,183600,5124,0.0,8.0,1.0,10-Jul-20
1594,527208010,2500,355000,60,RL,13543,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,Unf,0.0,1152.0,1168.0,GasA,Ex,Y,SBrkr,1168,1332,0,0.0,0.0,3,1,5,1,Ex,9,Typ,1,BuiltIn,2005.0,Fin,3.0,683.0,TA,TA,Y,192,32,0,0,0,0,0,7,2008,WD ,Normal,3668.0,96.78298800436205,0.9863013698630136,0.0,14258.0,3581.511627906977,24.898302707252068,5,2500.0,89600,VinylSd,268900,0,F,4.0,2008.0,2005.0,1168.0,45,2005.0,EDGEWATER,CT,Yes,Ames City Assessor,0.0,VinylSd,358500,1408.0,0.0,7.0,3.0,10-Jul-20
1595,902402150,1022,85000,30,RM,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,247.0,Rec,465.0,310.0,1022.0,GasW,TA,N,SBrkr,1022,0,0,1.0,0.0,1,0,2,1,TA,4,Maj2,0,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0,30,226,0,0,0,0,6,2009,WD ,Normal,2044.0,41.585127201565555,0.30332681017612523,0.0,7736.0,-2940.488372093023,10.987590486039297,1,1248.0,31100,MetalSd,93200,0,F,1.0,2017.0,1956.0,1022.0,1,1910.0,7TH,ST,No,Ames City Assessor,0.0,Stucco,124300,217,0.0,5.0,1.0,10-Jul-20
1596,528174010,1362,194700,120,RL,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,0,6,2007,WD ,Normal,2724.0,71.47577092511013,0.9853157121879589,0.0,8065.0,-2611.488372093023,24.141351518908866,5,1358.0,63500,VinylSd,190600,0,F,2.0,2007.0,2005.0,1358.0,45,2005.0,HARRISON,RD,Yes,Ames City Assessor,0.0,VinylSd,254100,2922.0,0.0,6.0,2.0,10-Jul-20
1597,903233120,1536,138400,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,928.0,GasA,TA,Y,FuseF,928,608,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,0,10,0,0,0,0,0,3,2010,WD ,Normal,2464.0,56.16883116883117,0.5172413793103449,0.0,6730.0,-3946.488372093023,20.564635958395247,1,1536.0,42200,MetalSd,126600,0,F,4.0,2016.0,1930.0,928.0,1,1930.0,HARDING,AVE,Yes,Ames City Assessor,0.0,MetalSd,168800,1005,0.0,7.0,2.0,10-Jul-20
1598,528490080,1728,207500,60,FV,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,Unf,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864,864,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,216,56,0,0,0,0,0,5,2008,WD ,Normal,2592.0,80.05401234567901,0.41782407407407407,0.0,9520.0,-1156.488372093023,21.79621848739496,1,1728.0,67100,VinylSd,201100,0,F,3.0,2016.0,2003.0,864.0,1,2003.0,CLAYTON,DR,Yes,Ames City Assessor,0.0,VinylSd,268200,2312.0,0.0,6.0,2.0,10-Jul-20
1599,527357180,2840,292500,60,RL,12511,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,0,0.0,1.0,2,1,4,1,Gd,8,Min2,2,Attchd,1978.0,Fin,4.0,1314.0,TA,Gd,Y,0,16,0,0,208,0,0,12,2008,WD ,Normal,4260.0,68.66197183098592,0.30422535211267604,0.0,14049.0,3372.511627906977,20.819987187700193,1,2840.0,93300,Plywood,279700,0,F,4.0,2020.0,1978.0,1420.0,1,1978.0,EISENHOWER,CIR,Yes,Ames City Assessor,0.0,Plywood,373000,3008.0,0.0,4.0,4.0,10-Jul-20
1600,532354090,1155,148000,85,RL,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,0.0,210.0,1109.0,GasA,TA,Y,SBrkr,1155,0,0,1.0,0.0,1,0,3,1,Gd,6,Min2,0,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,192,0,0,0,0,0,400,6,2010,WD ,Normal,2264.0,65.37102473498233,0.18935978358881875,0.0,12358.0,1681.511627906977,11.976047904191617,1,1155.0,51400,HdBoard,154300,0,F,3.0,2019.0,1987.0,1109.0,1,1961.0,ALBERTA,AVE,Yes,Ames City Assessor,0.0,HdBoard,205700,1319.0,0.0,10.0,2.0,10-Jul-20
1601,527354200,1707,184000,20,RL,11088,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,Unf,0.0,308.0,1140.0,GasA,Gd,Y,SBrkr,1707,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,1978.0,Fin,2.0,479.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,2847.0,64.6294344924482,0.27017543859649124,0.0,11567.0,890.5116279069771,15.90732255554595,1,1707.0,54500,HdBoard,163600,0,F,3.0,2009.0,1978.0,1140.0,1,1978.0,EISENHOWER,AVE,Yes,Ames City Assessor,0.0,HdBoard,218100,3112.0,0.0,5.0,2.0,10-Jul-20
1602,903233050,1513,137500,70,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,574,0,0.0,0.0,1,1,4,1,TA,8,Typ,0,Detchd,1933.0,Unf,1.0,180.0,Fa,Fa,N,24,0,150,0,0,0,0,5,2007,WD ,Normal,2452.0,56.076672104404565,1.0,0.0,6450.0,-4226.488372093023,21.31782945736434,1,1513.0,42400,MetalSd,127000,0,F,4.0,2007.0,1933.0,939.0,1,1920.0,HARDING,AVE,Yes,Ames City Assessor,0.0,MetalSd,169400,1111,0.0,5.0,1.0,10-Jul-20
1603,535378020,792,109500,30,RL,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,1,Gd,5,Typ,0,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,316,0,120,0,0,0,0,5,2009,WD ,Normal,1560.0,70.1923076923077,1.0,0.0,9382.0,-1294.488372093023,11.671285440204647,1,792.0,34300,VinylSd,103000,0,F,2.0,2009.0,1924.0,768.0,1,1924.0,KELLOGG,AVE,Yes,Ames City Assessor,0.0,VinylSd,137300,1425.0,0.0,5.0,1.0,10-Jul-20
1604,528250070,1948,211000,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1101,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0,48,0,0,0,0,0,7,2007,WD ,Normal,2795.0,75.49194991055457,1.0,0.0,8357.0,-2319.488372093023,25.24829484264688,5,1948.0,59800,VinylSd,179300,0,F,4.0,2019.0,2003.0,847.0,45,2003.0,HYDE,AVE,Yes,Ames City Assessor,0.0,VinylSd,239100,3909.0,0.0,5.0,2.0,10-Jul-20
1605,535353240,1527,152500,60,RL,11419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,0,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0,0,134,0,0,0,0,12,2009,WD ,Normal,2226.0,68.50853548966757,0.0,0.0,11963.0,1286.511627906977,12.747638552202625,1,1527.0,45900,WdShing,137600,0,F,3.0,2011.0,1948.0,699.0,1,1948.0,GRAND,AVE,Yes,Ames City Assessor,0.0,Wd Shng,183500,1432.0,0.0,12.0,2.0,10-Jul-20
1606,528240060,1419,184100,80,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,0.0,55.0,408.0,GasA,Ex,Y,SBrkr,779,640,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2002.0,Fin,2.0,527.0,TA,TA,Y,120,0,0,0,0,0,0,3,2009,WD ,Normal,1827.0,100.76628352490421,0.13480392156862744,0.0,8277.0,-2399.488372093023,22.24235834239459,5,1419.0,54100,VinylSd,162200,0,F,3.0,2019.0,2002.0,408.0,45,2002.0,WESTLAWN,DR,Yes,Ames City Assessor,0.0,VinylSd,216300,3911.0,0.0,9.0,2.0,10-Jul-20
1607,903228040,1497,157000,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Ex,Y,SBrkr,825,672,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,272,0,0,0,0,0,0,5,2008,WD ,Normal,2322.0,67.61412575366063,0.56,0.0,6672.0,-4004.488372093023,23.531175059952037,1,1497.0,44000,Wd Sdng,132100,0,F,3.0,2018.0,2004.0,825.0,1,1937.0,HARDING,AVE,Yes,Ames City Assessor,0.0,Wd Sdng,176100,1217,0.0,10.0,1.0,10-Jul-20
1608,533252130,1437,218000,20,RL,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280.0,1437.0,GasA,TA,Y,SBrkr,1437,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,21,0,0,180,0,0,7,2007,WD ,Normal,2874.0,75.85247042449548,0.19485038274182323,0.0,11497.0,820.5116279069771,18.961468209098026,1,1437.0,65800,Plywood,197500,0,F,3.0,2007.0,1976.0,1437.0,1,1976.0,TORREY PINES,CIR,Yes,Ames City Assessor,0.0,Plywood,263300,2802.0,0.0,7.0,2.0,10-Jul-20
1609,535325290,1005,115000,20,RL,10434,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Detchd,1977.0,Unf,2.0,672.0,Fa,Fa,Y,0,0,0,0,0,0,0,11,2009,WD ,Normal,2010.0,57.21393034825871,1.0,0.0,11106.0,429.5116279069771,10.35476319106789,1,1005.0,34500,Plywood,103400,0,F,2.0,2014.0,1977.0,1005.0,1,1955.0,DOUGLAS,AVE,Yes,Ames City Assessor,0.0,Plywood,137900,1611.0,0.0,9.0,2.0,10-Jul-20
1610,907401090,1668,232000,20,RL,10635,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668,0,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Attchd,2003.0,Fin,2.0,502.0,TA,TA,Y,0,262,0,0,0,0,0,5,2010,WD ,Normal,3325.0,69.77443609022556,0.19010259505129753,0.0,11399.0,722.5116279069771,20.352662514255638,1,1668.0,74900,VinylSd,224800,0,F,3.0,2010.0,2003.0,1657.0,1,2003.0,WALLER,ST,Yes,Ames City Assessor,0.0,VinylSd,299700,5020,0.0,5.0,2.0,10-Jul-20
1611,908225290,1368,120000,20,RL,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1.0,0.0,1,0,3,1,TA,6,Min1,0,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,900,6,2009,WD ,Normal,2446.0,49.05968928863451,0.0,0.0,12214.0,1537.511627906977,9.824791223186507,1,1368.0,43900,MetalSd,131700,0,F,3.0,2009.0,1950.0,1078.0,1,1950.0,FRANKLIN,AVE,Yes,Ames City Assessor,0.0,MetalSd,175600,210,0.0,6.0,1.0,10-Jul-20
1612,905200290,1803,155000,20,RL,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,BLQ,682.0,284.0,1134.0,GasA,Ex,Y,SBrkr,1803,0,0,1.0,0.0,2,0,3,1,TA,8,Maj1,1,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,1,2006,WD ,Normal,2937.0,52.77494041538986,0.25044091710758376,0.0,13609.0,2932.511627906977,11.389521640091116,1,1803.0,52600,Wd Sdng,157800,0,F,3.0,2006.0,1957.0,1152.0,1,1957.0,SCHOLL,RD,Yes,Ames City Assessor,0.0,Wd Sdng,210400,1123,0.0,1.0,2.0,10-Jul-20
1613,535179120,922,116000,20,RL,9770,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,0.0,410.0,922.0,GasA,TA,Y,FuseA,922,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,34,0,0,0,0,0,4,2007,WD ,Normal,1844.0,62.906724511930584,0.44468546637744033,0.0,10112.0,-564.4883720930229,11.471518987341772,1,922.0,34700,Wd Sdng,104200,0,F,2.0,2018.0,1957.0,922.0,1,1957.0,21ST,ST,Yes,Ames City Assessor,0.0,Wd Sdng,138900,221.0,0.0,2.0,1.0,10-Jul-20
1614,905103030,1096,157500,80,RL,13014,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,0,12,2008,WD ,Normal,2104.0,74.8574144486692,0.47619047619047616,0.0,13498.0,2821.511627906977,11.668395317824864,1,1096.0,53400,HdBoard,160300,0,F,3.0,2013.0,1978.0,1008.0,1,1978.0,ROSS,RD,Yes,Ames City Assessor,0.0,Plywood,213700,3907,0.0,4.0,2.0,10-Jul-20
1615,907262060,2327,240000,60,RL,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,0,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,2003.0,RFn,2.0,596.0,TA,TA,Y,0,57,0,0,0,0,0,8,2008,WD ,Normal,3456.0,69.44444444444444,1.0,0.0,11558.0,881.5116279069771,20.7648382073023,1,2327.0,71900,VinylSd,215600,0,F,4.0,2008.0,2003.0,1129.0,1,2003.0,TENNYSON,AVE,Yes,Ames City Assessor,0.0,VinylSd,287500,801,0.0,8.0,2.0,10-Jul-20
1616,909254090,1426,189950,50,RL,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Gd,Y,SBrkr,912,514,0,0.0,0.0,1,1,3,1,Gd,7,Typ,1,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,0,240,0,0,0,0,0,6,2007,WD ,Normal,2338.0,81.24465355004277,1.0,0.0,8098.0,-2578.488372093023,23.456408989874042,1,1426.0,45500,Wd Sdng,136400,0,F,3.0,2013.0,1925.0,912.0,1,1918.0,ASH,AVE,Yes,Ames City Assessor,0.0,Wd Sdng,181900,619,0.0,5.0,1.0,10-Jul-20
